# epochs,loss,accuracy,val_loss,val_accuracy
1.010000000000000000e+02,1.472549024019022268e-01,9.616747498512268066e-01,1.220516273354593506e-01,9.722586870193481445e-01
1.020000000000000000e+02,1.469253411916120189e-01,9.612368345260620117e-01,1.257210875048732357e-01,9.696326851844787598e-01
1.030000000000000000e+02,1.456385633776564326e-01,9.622505307197570801e-01,1.238505702936215508e-01,9.712150096893310547e-01
1.040000000000000000e+02,1.452067653275438686e-01,9.623965024948120117e-01,1.514243318551024842e-01,9.599030613899230957e-01
1.050000000000000000e+02,1.444437734875561319e-01,9.628182053565979004e-01,1.396104936648413786e-01,9.646500349044799805e-01
1.060000000000000000e+02,1.443155908520936115e-01,9.624694585800170898e-01,1.230027835927892388e-01,9.714170098304748535e-01
1.070000000000000000e+02,1.437204071994934163e-01,9.631101489067077637e-01,1.523483924930659206e-01,9.588593840599060059e-01
1.080000000000000000e+02,1.420215305533689965e-01,9.637102484703063965e-01,1.345679158514743456e-01,9.634043574333190918e-01
1.090000000000000000e+02,1.427552968051672422e-01,9.632561206817626953e-01,1.190613362295649402e-01,9.708110094070434570e-01
1.100000000000000000e+02,1.425245972455597143e-01,9.634831547737121582e-01,1.255015928381136292e-01,9.695317149162292480e-01
1.110000000000000000e+02,1.422461012118936552e-01,9.639778733253479004e-01,1.187384079786724389e-01,9.740430116653442383e-01
1.120000000000000000e+02,1.416263424234858737e-01,9.634669423103332520e-01,1.221357446264352553e-01,9.731340408325195312e-01
1.130000000000000000e+02,1.400052326611246067e-01,9.643103480339050293e-01,1.335237613717574490e-01,9.655926823616027832e-01
1.140000000000000000e+02,1.398395568176628023e-01,9.638805389404296875e-01,1.189934887789385193e-01,9.742786884307861328e-01
1.150000000000000000e+02,1.398527753090364201e-01,9.645941853523254395e-01,1.271699413043141935e-01,9.670066833496093750e-01
1.160000000000000000e+02,1.390623349271372655e-01,9.640751481056213379e-01,1.286518908228167224e-01,9.676800370216369629e-01
1.170000000000000000e+02,1.386074384164076578e-01,9.645211696624755859e-01,2.191899379876046661e-01,9.353263974189758301e-01
1.180000000000000000e+02,1.391065297570746317e-01,9.640913605690002441e-01,1.268704378580407244e-01,9.684543609619140625e-01
1.190000000000000000e+02,1.371871009220101689e-01,9.650321006774902344e-01,1.343559394480031977e-01,9.655926823616027832e-01
1.200000000000000000e+02,1.375087007693391872e-01,9.645535945892333984e-01,1.223620084345047737e-01,9.680840373039245605e-01
1.210000000000000000e+02,1.359098459961101957e-01,9.656403064727783203e-01,1.406920013776637168e-01,9.644817113876342773e-01
1.220000000000000000e+02,1.365534005626960756e-01,9.651699066162109375e-01,1.150326846259690089e-01,9.747500419616699219e-01
1.230000000000000000e+02,1.359820557234385219e-01,9.651374816894531250e-01,1.098429693053791095e-01,9.761640429496765137e-01
