# epochs,loss,accuracy,val_loss,val_accuracy
8.500000000000000000e+01,1.337265146365306245e-01,9.683452248573303223e-01,1.279225672930664748e-01,9.721577167510986328e-01
8.600000000000000000e+01,1.334697077478147476e-01,9.679833054542541504e-01,1.559747811955554397e-01,9.626973867416381836e-01
8.700000000000000000e+01,1.325638552730592223e-01,9.690437912940979004e-01,1.255027960111861074e-01,9.724943637847900391e-01
8.800000000000000000e+01,1.323793183717726918e-01,9.683789014816284180e-01,1.315717997281325713e-01,9.722586870193481445e-01
8.900000000000000000e+01,1.320035872177986180e-01,9.683199524879455566e-01,1.216892367387832907e-01,9.727973341941833496e-01
9.000000000000000000e+01,1.307179734805516691e-01,9.689680337905883789e-01,1.363283270901069766e-01,9.666700363159179688e-01
9.100000000000000000e+01,1.300684317059611073e-01,9.691869020462036133e-01,1.271140634365420241e-01,9.668046832084655762e-01
9.200000000000000000e+01,1.295526480324805385e-01,9.693467617034912109e-01,1.273883811701069790e-01,9.682523608207702637e-01
9.300000000000000000e+01,1.292585422422099506e-01,9.690774679183959961e-01,1.261404479154572267e-01,9.686900377273559570e-01
9.400000000000000000e+01,1.284581190349903812e-01,9.696750640869140625e-01,1.475405946631798970e-01,9.592633843421936035e-01
9.500000000000000000e+01,1.279476994148898983e-01,9.696161150932312012e-01,1.160022766195683841e-01,9.758273363113403320e-01
9.600000000000000000e+01,1.269604188370315190e-01,9.699780344963073730e-01,1.313829159344225561e-01,9.662323594093322754e-01
9.700000000000000000e+01,1.267366133155008179e-01,9.700369238853454590e-01,1.366658780320089694e-01,9.651886820793151855e-01
9.800000000000000000e+01,1.256947277467423962e-01,9.705082774162292480e-01,1.244706105052937190e-01,9.718546867370605469e-01
9.900000000000000000e+01,1.256215834122368369e-01,9.704661965370178223e-01,1.190350527200972341e-01,9.725953340530395508e-01
1.000000000000000000e+02,1.243767327619411805e-01,9.709459543228149414e-01,1.314117806362462837e-01,9.668720364570617676e-01
1.010000000000000000e+02,1.236251697592516824e-01,9.709038734436035156e-01,1.183335279054249650e-01,9.722923636436462402e-01
1.020000000000000000e+02,1.235353746949303527e-01,9.714004397392272949e-01,1.383838684638012129e-01,9.648857116699218750e-01
1.030000000000000000e+02,1.228445665170174728e-01,9.711900353431701660e-01,1.239584042909141065e-01,9.731340408325195312e-01
1.040000000000000000e+02,1.234568560334545345e-01,9.706513881683349609e-01,1.268778640164958393e-01,9.695990085601806641e-01
1.050000000000000000e+02,1.223912354346657627e-01,9.710301160812377930e-01,1.510201151121651209e-01,9.589940309524536133e-01
1.060000000000000000e+02,1.217744895478377470e-01,9.710890054702758789e-01,1.140846541533364900e-01,9.723597168922424316e-01
1.070000000000000000e+02,1.212171289332084761e-01,9.715434908866882324e-01,1.132983763498440904e-01,9.738746881484985352e-01
1.080000000000000000e+02,1.205178173718475243e-01,9.718465209007263184e-01,1.319339031868621837e-01,9.640777111053466797e-01
1.090000000000000000e+02,1.205908531675669304e-01,9.716024398803710938e-01,1.195515790107723603e-01,9.733023643493652344e-01
1.100000000000000000e+02,1.204777298321298568e-01,9.713583588600158691e-01,1.619334261245736761e-01,9.516884088516235352e-01
1.110000000000000000e+02,1.197530604436078394e-01,9.717034101486206055e-01,1.171196192885249482e-01,9.721240401268005371e-01
1.120000000000000000e+02,1.191391546306501542e-01,9.715519547462463379e-01,1.129874676588646931e-01,9.742450118064880371e-01
1.130000000000000000e+02,1.189832871363932648e-01,9.722757339477539062e-01,1.178778652933903381e-01,9.721913337707519531e-01
1.140000000000000000e+02,1.179687587973200918e-01,9.721915721893310547e-01,1.351588223984485360e-01,9.639093875885009766e-01
1.150000000000000000e+02,1.181331924495199193e-01,9.722252488136291504e-01,1.307589593084918789e-01,9.607446789741516113e-01
1.160000000000000000e+02,1.166223627963620252e-01,9.726545214653015137e-01,1.238839511004218019e-01,9.705080389976501465e-01
1.170000000000000000e+02,1.177579973899125637e-01,9.722000360488891602e-01,1.252524792742689963e-01,9.712486863136291504e-01
1.180000000000000000e+02,1.176614340443930123e-01,9.723683595657348633e-01,1.284628685503476642e-01,9.696326851844787598e-01
1.190000000000000000e+02,1.165836696678915901e-01,9.728565216064453125e-01,1.753403730027018048e-01,9.579840302467346191e-01
1.200000000000000000e+02,1.169521988621071706e-01,9.722000360488891602e-01,1.170904634266001082e-01,9.716526865959167480e-01
1.210000000000000000e+02,1.153616689632621650e-01,9.729911684989929199e-01,1.096218701722794231e-01,9.737737178802490234e-01
1.220000000000000000e+02,1.157714854071311278e-01,9.724609255790710449e-01,1.151421422808103223e-01,9.728983640670776367e-01
1.230000000000000000e+02,1.153628294175433749e-01,9.727638959884643555e-01,1.158028672494535311e-01,9.734033346176147461e-01
1.240000000000000000e+02,1.152046224293779841e-01,9.730164408683776855e-01,1.135031370254133698e-01,9.737063646316528320e-01
1.250000000000000000e+02,1.152382976556536043e-01,9.727218151092529297e-01,1.116558193205528932e-01,9.762650132179260254e-01
1.260000000000000000e+02,1.150071213370016110e-01,9.728481173515319824e-01,1.298344679056656903e-01,9.717200398445129395e-01
1.270000000000000000e+02,1.142814479035277053e-01,9.727134108543395996e-01,1.149279334899476479e-01,9.720903635025024414e-01
1.280000000000000000e+02,1.139975477805123677e-01,9.732605218887329102e-01,1.093183876459006137e-01,9.742786884307861328e-01
1.290000000000000000e+02,1.133223063021919080e-01,9.735046029090881348e-01,1.146416554815493510e-01,9.721577167510986328e-01
1.300000000000000000e+02,1.128413247957335414e-01,9.732605218887329102e-01,1.150491718758807208e-01,9.730666875839233398e-01
1.310000000000000000e+02,1.132566745707155459e-01,9.732184410095214844e-01,1.066179658333524655e-01,9.756253361701965332e-01
1.320000000000000000e+02,1.126035161471096585e-01,9.731847643852233887e-01,3.363235945728167420e-01,9.089317321777343750e-01
1.330000000000000000e+02,1.118547823585015893e-01,9.736224412918090820e-01,1.057420045050114499e-01,9.765343666076660156e-01
1.340000000000000000e+02,1.113165916058963811e-01,9.738665223121643066e-01,1.119221618483492997e-01,9.763323664665222168e-01
1.350000000000000000e+02,1.112492446241958449e-01,9.736813306808471680e-01,1.097230891895363269e-01,9.746490120887756348e-01
1.360000000000000000e+02,1.112469656109066340e-01,9.737738966941833496e-01,1.104573889121007318e-01,9.748510122299194336e-01
1.370000000000000000e+02,1.111740569550593166e-01,9.734456539154052734e-01,1.104810166805134802e-01,9.765006899833679199e-01
1.380000000000000000e+02,1.103127504659684455e-01,9.740179777145385742e-01,1.174216281180048144e-01,9.679493904113769531e-01
1.390000000000000000e+02,1.099679769904025189e-01,9.743210077285766602e-01,1.068723004590879794e-01,9.751877188682556152e-01
1.400000000000000000e+02,1.103061856204613639e-01,9.739590883255004883e-01,1.256416809172881954e-01,9.641450643539428711e-01
1.410000000000000000e+02,1.106952193913101345e-01,9.734288454055786133e-01,1.129255045697118570e-01,9.751540422439575195e-01
1.420000000000000000e+02,1.086247873401541136e-01,9.748007655143737793e-01,1.016305659312581877e-01,9.767363667488098145e-01
1.430000000000000000e+02,1.099021321380070082e-01,9.741274118423461914e-01,1.099885370727450712e-01,9.736726880073547363e-01
1.440000000000000000e+02,1.078072034180476424e-01,9.745734930038452148e-01,1.035684658294654670e-01,9.768710136413574219e-01
1.450000000000000000e+02,1.090877888067477847e-01,9.744219779968261719e-01,1.141249138719043488e-01,9.725280404090881348e-01
1.460000000000000000e+02,1.075805561393947118e-01,9.743126034736633301e-01,1.082220693148876478e-01,9.740430116653442383e-01
1.470000000000000000e+02,1.080067011151787659e-01,9.743041396141052246e-01,1.223900335611460000e-01,9.674106836318969727e-01
1.480000000000000000e+02,1.073064169979205396e-01,9.751205444335937500e-01,1.054299473013766836e-01,9.759283661842346191e-01
1.490000000000000000e+02,1.070200766344582000e-01,9.746829271316528320e-01,1.059984355817273627e-01,9.747163653373718262e-01
1.500000000000000000e+02,1.069876495739822408e-01,9.749101400375366211e-01,1.385532021018341664e-01,9.662997126579284668e-01
1.510000000000000000e+02,1.069232310899131955e-01,9.749101400375366211e-01,1.031115832008488858e-01,9.783860445022583008e-01
1.520000000000000000e+02,1.074023474597523981e-01,9.746492505073547363e-01,1.053176633432967579e-01,9.774096608161926270e-01
1.530000000000000000e+02,1.067544992361884743e-01,9.748175740242004395e-01,1.300627958920352600e-01,9.627646803855895996e-01
1.540000000000000000e+02,1.056352011000875335e-01,9.756928682327270508e-01,1.206989797409189352e-01,9.697000384330749512e-01
1.550000000000000000e+02,1.053919317070895062e-01,9.753057360649108887e-01,1.102299360567859654e-01,9.725953340530395508e-01
1.560000000000000000e+02,1.070030337922612956e-01,9.744051694869995117e-01,1.058112125119725355e-01,9.773760437965393066e-01
1.570000000000000000e+02,1.058589445928524025e-01,9.751121401786804199e-01,1.046080373806274888e-01,9.749857187271118164e-01
1.580000000000000000e+02,1.050228529400128868e-01,9.752889275550842285e-01,1.098369361764824081e-01,9.748510122299194336e-01
1.590000000000000000e+02,1.050846507265507518e-01,9.753141403198242188e-01,9.874337021313753238e-02,9.786553382873535156e-01
1.600000000000000000e+02,1.044506056164210828e-01,9.753478169441223145e-01,1.151669973099476163e-01,9.741103649139404297e-01
1.610000000000000000e+02,1.040387114807068553e-01,9.756171703338623047e-01,1.036873133036920330e-01,9.771066904067993164e-01
1.620000000000000000e+02,1.038545269367053964e-01,9.757349491119384766e-01,1.062048635739734348e-01,9.770730137825012207e-01
1.630000000000000000e+02,1.061271140794848439e-01,9.748849272727966309e-01,1.008497693120682798e-01,9.771066904067993164e-01
1.640000000000000000e+02,1.041846029124250117e-01,9.752299785614013672e-01,1.254116617579859594e-01,9.674443602561950684e-01
1.650000000000000000e+02,1.037114145143911287e-01,9.759958982467651367e-01,9.851966754860723430e-02,9.788910150527954102e-01
1.660000000000000000e+02,1.041921145021481449e-01,9.752383828163146973e-01,1.030084900423797606e-01,9.758946895599365234e-01
1.670000000000000000e+02,1.034076665367075487e-01,9.757854938507080078e-01,1.088588129100312163e-01,9.757937192916870117e-01
1.680000000000000000e+02,1.032713383284323133e-01,9.757265448570251465e-01,9.497817626390213375e-02,9.798336625099182129e-01
1.690000000000000000e+02,1.030515785373511961e-01,9.759874939918518066e-01,1.013506490299365542e-01,9.759283661842346191e-01
1.700000000000000000e+02,1.028384794163911403e-01,9.757770895957946777e-01,1.034502514466466294e-01,9.738073348999023438e-01
1.710000000000000000e+02,1.023448824234854254e-01,9.761978983879089355e-01,9.762387046451798112e-02,9.763660430908203125e-01
1.720000000000000000e+02,1.028961880171764404e-01,9.761810302734375000e-01,1.452422043620843761e-01,9.626300334930419922e-01
1.730000000000000000e+02,1.029426213961987663e-01,9.753646254539489746e-01,1.065514786468368391e-01,9.761977195739746094e-01
1.740000000000000000e+02,1.020399535330727553e-01,9.759033322334289551e-01,1.065901148951050037e-01,9.739757180213928223e-01
1.750000000000000000e+02,1.020774395435118664e-01,9.761642217636108398e-01,1.051312870223821277e-01,9.726626873016357422e-01
1.760000000000000000e+02,1.019669140134740054e-01,9.759454131126403809e-01,9.657110030677661106e-02,9.777463674545288086e-01
1.770000000000000000e+02,1.005361772084823468e-01,9.765093326568603516e-01,1.928311258503538905e-01,9.491970539093017578e-01
1.780000000000000000e+02,1.010238950263925850e-01,9.764756560325622559e-01,9.974789848910539658e-02,9.763997197151184082e-01
1.790000000000000000e+02,1.007216886234870573e-01,9.763494133949279785e-01,1.043981292024437901e-01,9.763997197151184082e-01
1.800000000000000000e+02,1.016647558031509302e-01,9.760547876358032227e-01,1.134727427359231849e-01,9.707773327827453613e-01
1.810000000000000000e+02,1.006457111650901071e-01,9.764167070388793945e-01,1.057440471045207053e-01,9.739757180213928223e-01
1.820000000000000000e+02,9.985098298030943564e-02,9.771237373352050781e-01,1.031324897474786423e-01,9.743123650550842285e-01
1.830000000000000000e+02,9.941158902545980947e-02,9.768964648246765137e-01,9.737816205053775875e-02,9.776453375816345215e-01
1.840000000000000000e+02,9.929013765784173995e-02,9.768964648246765137e-01,1.009040407012942731e-01,9.761977195739746094e-01
1.850000000000000000e+02,9.964431511996535429e-02,9.767028689384460449e-01,9.923748940440620114e-02,9.774096608161926270e-01
1.860000000000000000e+02,1.001438066305266605e-01,9.764840602874755859e-01,1.055113946975022032e-01,9.751877188682556152e-01
1.870000000000000000e+02,9.922050351702266235e-02,9.771658182144165039e-01,9.743557361767950231e-02,9.779820442199707031e-01
1.880000000000000000e+02,9.927023628792805421e-02,9.768796563148498535e-01,1.010329894721758853e-01,9.762650132179260254e-01
1.890000000000000000e+02,9.959747592582214593e-02,9.763830304145812988e-01,1.116176413421887254e-01,9.718546867370605469e-01
1.900000000000000000e+02,9.921940972559999128e-02,9.768038988113403320e-01,9.339958332300656030e-02,9.810456633567810059e-01
1.910000000000000000e+02,9.928985876317601711e-02,9.764335751533508301e-01,9.554251570576763331e-02,9.786890149116516113e-01
1.920000000000000000e+02,1.008438452593909823e-01,9.762063026428222656e-01,9.566558734138348730e-02,9.773423671722412109e-01
1.930000000000000000e+02,9.777266165507499107e-02,9.771658182144165039e-01,9.262983439201674662e-02,9.808436632156372070e-01
1.940000000000000000e+02,9.753067909902553290e-02,9.776539802551269531e-01,9.209550088838074078e-02,9.790256619453430176e-01
1.950000000000000000e+02,9.772959367455019697e-02,9.772920608520507812e-01,1.177061020971032906e-01,9.696663618087768555e-01
1.960000000000000000e+02,9.733114985176173628e-02,9.772751927375793457e-01,9.662198097823614107e-02,9.773086905479431152e-01
1.970000000000000000e+02,9.772361692531193744e-02,9.771321415901184082e-01,9.436160502605087097e-02,9.782176613807678223e-01
1.980000000000000000e+02,9.690438121291100604e-02,9.774771928787231445e-01,9.732351052894221144e-02,9.795306921005249023e-01
1.990000000000000000e+02,9.764888845231425862e-02,9.769553542137145996e-01,9.609029139438325651e-02,9.774096608161926270e-01
2.000000000000000000e+02,9.725950061161230120e-02,9.771489500999450684e-01,9.796211901120684129e-02,9.782850146293640137e-01
